
                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
    31       1184           1.45385      0.00118283             7.81      
    32       1221           1.43684      0.00123304             10.4      
    33       1258           1.42056      0.00131027             7.55      
    34       1295           1.40219      0.00118904             9.55      
    35       1332           1.38649      0.00111183             9.23      
    36       1369           1.36941      0.00106974             10.7      
    37       1406           1.35331      0.00132194             7.91      
    38       1443            1.3413      0.00110173             12.1      
    39       1480           1.32346      0.00109548             5.25      
    40       1517           1.31272     0.000931911             5.25      
    41       1554           1.30566     0.000675121             8.35      
    42       1591           1.28968      0.00110983             10.4      
    43       1628           1.27496       0.0012821             5.37      
    44       1665           1.26555     0.000733931             7.77      
    45       1702           1.25279       0.0010769             8.04      
    46       1739           1.24179       0.0008792             7.99      
    47       1776           1.23056     0.000820182             5.66      
    48       1813           1.22091     0.000756282             6.62      
    49       1850           1.20929     0.000946195             8.64      
    50       1887           1.19377      0.00101215             6.03      
    51       1924           1.18167      0.00108598             8.44      
    52       1961           1.16825     0.000963295             8.04      
    53       1998           1.16099     0.000816725             7.53      
    54       2035           1.15069     0.000757135             6.46      

<a href = "matlab: helpview('optim','solver_stopped_premature','CSHelpWindow');">Solver stopped prematurely</a>.

lsqnonlin stopped because it exceeded the function evaluation limit,
<a href = "matlab: helpview('optim','max_fun_evals','CSHelpWindow');">options.MaxFunctionEvaluations</a> = 2.000000e+03.

Joint Model Personalization Runtime: 4.927973 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         77             10.96                             81.7
     1        154           9.48275       0.0121759             68.2      
     2        231            7.9325       0.0147213               53      
     3        308           6.91837       0.0154849             42.1      
     4        385           6.14072       0.0111668             36.9      
     5        462           5.57155       0.0111092             34.8      
     6        539           5.09845       0.0102992             32.8      
     7        616           4.72307      0.00763579             32.8      
     8        693           4.38727        0.013954             30.6      
     9        770            4.0985        0.011905             30.1      
    10        847           3.78833      0.00964705             27.6      
    11        924           3.53529      0.00538237             27.6      
    12       1001             3.274      0.00789443             23.5      
    13       1078           3.06724      0.00903556             21.8      
    14       1155           2.90501        0.010905             21.5      
    15       1232           2.74714       0.0104455             20.9      
    16       1309           2.60407      0.00705425               19      
    17       1386           2.49685       0.0061917             18.2      
    18       1463           2.37117       0.0110965             18.8      
    19       1540           2.25193      0.00697536             15.8      
    20       1617           2.15613      0.00906747             14.3      
    21       1694           2.07521      0.00442551               14      
    22       1771           2.00847      0.00734089             13.8      
    23       1848           1.94212      0.00558975               13      
    24       1925           1.89046      0.00315995             11.6      
    25       2002           1.84546       0.0037886             11.4      
    26       2079           1.79639      0.00721557             10.2      
    27       2156           1.75153      0.00846637             9.55      
    28       2233           1.71634      0.00503752             9.42      
    29       2310           1.68394      0.00463554             9.33      
    30       2387           1.65536      0.00385495             9.05      
    31       2464           1.62276       0.0067288             8.64      
    32       2541           1.59843       0.0053533             6.81      

<a href = "matlab: helpview('optim','solver_stopped_premature','CSHelpWindow');">Solver stopped prematurely</a>.

lsqnonlin stopped because it exceeded the function evaluation limit,
<a href = "matlab: helpview('optim','max_fun_evals','CSHelpWindow');">options.MaxFunctionEvaluations</a> = 2.500000e+03.

Joint Model Personalization Runtime: 6.786717 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0          9          0.130894                                0

<a href = "matlab: helpview('optim','lsq_init_pt_min','CSHelpWindow');">Initial point is a local minimum</a>.

Optimization completed because the <a href = "matlab: helpview('optim','lsq_grad_size','CSHelpWindow');">size of the gradient</a> at the initial point 
is less than the value of the <a href = "matlab: helpview('optim','optimality_tolerance_lsq','CSHelpWindow');">optimality tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit100basic'},{'optimlib:snls:Exit100detailed','0.000000e+00','1.000000e-03'},true,true);;">stopping criteria details</a>>
Joint Model Personalization Runtime: 0.037535 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         45           2.18769                             34.4
     1         90          0.746518       0.0435258             15.1      
     2        135          0.456114       0.0222645             5.54      
     3        180          0.439806       0.0155717             5.31      
     4        225          0.405412      0.00389293             2.27      
     5        270          0.396606      0.00389293             2.67      
     6        315          0.394474      0.00389293              3.9      
     7        360          0.384876     0.000973232              2.2      
     8        405          0.380153      0.00194646             1.78      
     9        450          0.376034      0.00194646             1.93      
    10        495          0.372264      0.00194646             1.87      
    11        540          0.367638      0.00194646             1.85      
    12        585          0.363061      0.00194646             1.75      
    13        630          0.359041      0.00194646             2.29      
    14        675          0.355292      0.00194646             1.78      
    15        720          0.352352      0.00194646             2.38      
    16        765          0.348945      0.00194646             1.89      
    17        810          0.345217      0.00194646             1.92      
    18        855          0.341243      0.00194646             1.51      
    19        900          0.339034      0.00194646             1.98      
    20        945          0.336336      0.00194646             1.83      
    21        990          0.333431      0.00194646             1.85      
    22       1035          0.331218      0.00194646             1.99      
    23       1080          0.328566     0.000486616             1.33      
    24       1125          0.326325     0.000973232             0.96      
    25       1170          0.323828     0.000973232            0.903      
    26       1215          0.320363      0.00194646             1.32      
    27       1260          0.316307      0.00431679             2.79      
    28       1305          0.316307      0.00389293             2.79      
    29       1350          0.310705     0.000973232             1.02      
    30       1395          0.308618     0.000973232            0.853      
    31       1440          0.305169      0.00194646            0.975      
    32       1485          0.304915      0.00255733             2.67      
    33       1530          0.301428     0.000639331             1.26      

<a href = "matlab: helpview('optim','solver_stopped_premature','CSHelpWindow');">Solver stopped prematurely</a>.

lsqnonlin stopped because it exceeded the function evaluation limit,
<a href = "matlab: helpview('optim','max_fun_evals','CSHelpWindow');">options.MaxFunctionEvaluations</a> = 1.500000e+03.

Joint Model Personalization Runtime: 4.006891 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         33          0.256967                            0.836
     1         66          0.256654     0.000442016            0.131      
     2         99          0.256654      0.00025267            0.131      
     3        132          0.256654     6.31676e-05            0.131      
     4        165          0.256654     1.57919e-05            0.131      
     5        198          0.256654     3.94798e-06            0.131      
     6        231          0.256654     9.86994e-07            0.131      

<a href = "matlab: helpview('optim','local_min_possible_lsq','CSHelpWindow');">Local minimum possible</a>.
lsqnonlin stopped because the <a href = "matlab: helpview('optim','norm_current_step','CSHelpWindow');">size of the current step</a> is less than
the value of the <a href = "matlab: helpview('optim','step_size_tol','CSHelpWindow');">step size tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit2basic','lsqnonlin'},{'optimlib:snls:Exit2detailed','9.869941e-07','1.000000e-06'},true,true);;">stopping criteria details</a>>
Joint Model Personalization Runtime: 5.401037 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         73          0.275494                             1.85
     1        146           0.27407     0.000947519             1.41      
     2        219          0.273267      0.00178875             1.05      
     3        292          0.272341      0.00118796             1.21      
     4        365          0.271426      0.00074984             1.28      
     5        438          0.270745     0.000607216             1.21      
     6        511          0.270493      0.00120416             1.04      
     7        584           0.26934     0.000883378             1.24      
     8        657          0.269248      0.00130218            0.929      
     9        730          0.268987     0.000325545            0.829      
    10        803          0.268566     0.000325545              1.2      
    11        876          0.268013     0.000325545             0.85      
    12        949          0.267851     0.000325545             1.03      
    13       1022          0.267788     8.13863e-05            0.754      
    14       1095          0.267634     2.03466e-05             1.04      
    15       1168          0.267483     4.06932e-05             1.03      
    16       1241          0.267405     8.13863e-05             1.06      
    17       1314           0.26732     2.03466e-05             1.13      
    18       1387           0.26732     4.06932e-05             1.13      
    19       1460           0.26732     1.01733e-05             1.13      
    20       1533           0.26732     2.54332e-06             1.13      

<a href = "matlab: helpview('optim','solver_stopped_premature','CSHelpWindow');">Solver stopped prematurely</a>.

lsqnonlin stopped because it exceeded the function evaluation limit,
<a href = "matlab: helpview('optim','max_fun_evals','CSHelpWindow');">options.MaxFunctionEvaluations</a> = 1.500000e+03.

Joint Model Personalization Runtime: 2.242257 Hours

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0         25        0.00493688                             1.83
     1         50        0.00493688     0.000551019             1.83      
     2         75        0.00493688     0.000137755             1.83      
     3        100        0.00493688     3.44387e-05             1.83      
     4        125        0.00493688     8.60967e-06             1.83      
     5        150        0.00493688     2.15242e-06             1.83      
     6        175        0.00284608     5.38105e-07            0.391      

<a href = "matlab: helpview('optim','local_min_possible_lsq','CSHelpWindow');">Local minimum possible</a>.
lsqnonlin stopped because the <a href = "matlab: helpview('optim','norm_current_step','CSHelpWindow');">size of the current step</a> is less than
the value of the <a href = "matlab: helpview('optim','step_size_tol','CSHelpWindow');">step size tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit2basic','lsqnonlin'},{'optimlib:snls:Exit2detailed','5.381046e-07','1.000000e-06'},true,true);;">stopping criteria details</a>>
Joint Model Personalization Runtime: 0.208904 Hours
